Polarity,Tweet
Positive,http://twitpic.com/ry - Kids  find out whats wrong with @druven s picture today         
Positive,@chrispackham Ha. If times get bad enough  we may take you up on that         
Positive,says good evening  http://plurk.com/p/vhfzy         
Positive,kermit says  its not easy being green http://snurl.com/jcp         
Positive,City/Harbour Town          
Positive,We are so excited to see this movie          
Positive,http://twitpic.com/oca - Met up with my babes after months of not seeing them. Good to see them again.  Must meet them again when I  ...         
Positive,oh wow  i see jesika AND madina lake tomorrow!         
Positive,I just got exactly what I needed to put all the BS from the past week into perspective. GIG          
Positive,@abitabite o_O Whoa.  Me  I might have written that down.  Of course  Id forget where I put it.         
Positive,something everuday says im here to stay.          
Positive,GOOD MORNING ALL!!!!!  Happy Saturday!!!!           
Positive,Is excited to finish Jemima J tonight          
Positive,Night at the Museum  was amazing! Watched it with my brother and his gf. Heading to bed since Im teaching tomorrow. Night yall!          
Positive,he called me babe          
Positive,#BloNo I need a bachelor. Not nearly as scarey as it seems. Pls d me  Its for a good (charitable) cause  promise!        
Positive,Morning! And  uh... off to hunt for food         
Positive,theyll be watching Up and Im not going.. ahah..          
Positive,@ToniTierney are you in riverside co?           
Positive,So ready for tomorrow DWTS is on woot woot and then hopefully on tuesday The Grove  gonna see Derek and Mark ahhhh          
Positive,@dpressman well well...so sorry! lets dance  its fabulous hobby         
Positive,Baby lets cruuiiiiiise  http://bit.ly/UETTR         
Positive,I just started a new Blog! Please check it out and let me know what you think  I love a lil criticism so bring it on!!  http://is.gd/OgB        
Positive,@zoecello Scheduled Twitter-times  maybe? (Because a life without Twitter is no life at all.  )        
Positive,I had a lot of fun with mpn today I love him soooo much          
Positive,@Dannymcfly GOOD LUCK DANNY !x Not Like You Need It Though  You Know Your GREAT ! xx         
Positive,@GLTHEGREAT you already know  hope to see you again soon big pimpin         
Positive,...first legendary on GPX+          
Positive,the simple things in life excite &amp; enthuse me          
Positive,@willrayraf Phew!          
Positive,My best friend is home! weeii .Were going off sailing tomorrow          
Positive,@DavidArchie haha thats soo cutee  what age is she??         
Positive,@joeymcintyre I bet all my $ on JONES BEACH!          
Positive,A lil online shopping then bed          
Positive,@ariadna u r so cool  not really         
Positive,@guydavies I agree it is a personal choice  but sometimes you need some inspiration  Twitter is good for that. Thanks for the names!        
Positive,Just spend a awsome geeky day with Pipuxo. Guitar Hero Metallica + Terminator movie + more Guitar Hero Metallica.          
Positive,@infamousozcar I was almost on Americas Most Wanted...but we had to cancel due to permit issues =( I was gonna be crossing the border          
Positive,@SJRod ---I totally agree          
Positive,Right  feeling better now  Back to work!        
Positive,@MOONPiEKELZ AWWWWWWWWWWW  THATS THE SWEETEST THING THAT HAS HAPPENED TO ME ALL WEEK!         
Positive,@socialnettool @WebRocketVideo thx for the #followfriday guys!Just saw it now - nice start for the day          
Positive,im back   i feel i have  neglected twitter lately lets make amends         
Positive,@LBj too quick          
Positive,At my BBF Alises house! Im sleeping over and were going to see a movie soon!          
Positive,@ellenmh hours boom boom  http://www.hoursmusic.com         
Positive,lmao @moontattoo well  yeah! I dont wanna date anyone who knows any of them...smdh.... maybe mk should date him and you should date jk?         
Positive,@YogaMamaUK thanks so much for letting us know! oming can be tricky for some people...          
Positive,me+haniah+rosanne are going to see the jonas brothers in novemberr  M.E.N         
Positive,@hairycornflakes nope. got one ta          
Positive,@mkolb good show          
Positive,@CloudStrife Oh  and one more thing . . .CLOUDIIIIEEE!!! *pounces and hugs* &lt;         
Positive,@jeffbriscoe you would prolly like burn after reading  iz funny too         
Positive,Good Saturday morning all! Im getting ready to feed my kitten  then off to walk the dobies! Happy Tweeting!!         
Positive,@alexmillier fantastic work mate. You rocked it          
Positive,@nonakirana Why is that bad? Sounds relaxing to me!          
Positive,@santsofhisduke hahaha  that you did my friend.         
Positive,listening to nickasaur.  im really into them right now for some reason?         
Positive,@christineelgar if its who i think it is  YAY  if its who else i think it could be  BOO  text the one who i think it is! ?      
Positive,@charleneortiz weeell  today its a bit hot day and its sunny  how old are u?im         
Positive,@heymango @geegeewhat LMAOOO ISNT IT JUST SO AMUSING? XD Yamapi is crazy cute~ Well  all  of them!  Massu looks like hes pregnant D:        
Positive,watching an xmen cartoon...haha I love me some comics          
Negative,and since there the openeing act
Negative,@girlmitzi omg
Negative,@varsityfc ugh  im so  sad i cant go tomorrow please dont be mad at me that i cant come  next show i will try my hardest to come.i &lt; u!
Negative,@invisagal Im sorry 
Negative,@MrCrunchiebar Election results
Negative,i want to changee my picturee..but it neever works!! 
Negative,very very bad hangover today 
Negative,@DHSmostwanted i wish i was in seattle 
Negative,Its snowing in Glacier and Im a little bit homesick today. 
Negative,@nmieclki awww
Negative,Just spilled a whole bunch of gas on my shoes. The stupid automatic shutoff was broken 
Negative,I hate it when recipes dont give detailed enough instruction. Now I have to start all over. 
Negative,@michelliebeans  Im sorry about your nightmares.  Ive been having them a lot too lately; probably from only sleeping  hours at a time.
Negative,ooh.. smooth radio DJ just messed up big style 
Negative,At home with a sick baby today. 
Negative,ohh not even sleepy.....% awake  and a whole lot of nothing to do!
Negative,is pissed that a fundamental structure change is needed for our presentation ! 
Negative,i have serious tooth ache 
Negative,How I wish I could come to the P.A.W.S. party. That was awesome! I have no pet to ramp down the red carpet
Negative,@juliagalvin brent hasnt been posting  I have no one to lash out on
Negative,@rgoodchild What can I say - Hamilton
Negative,Drinking a free capuchino at the drls office..he has a capucchino machine...  wait...no wonder his fees  are high... no freebies here 
Negative,right after exams i have to start my ecdl
Negative,Im at a loss for words. Im going to bed 
Negative,alarm goes off in  and im already awake 
Negative,Wishing @Jadore_Chrissy would mail me some doubles!! And maybe those mini cupcakes from Soho  ***
Negative,@honeymunchkin My anger is getting bigger for every minute that goes by. I got some uglycomments on one of my videos. 
Negative,Ugh
Negative,I know research says dark chocolate is good for you. Yeah
Negative,Meant to be going out with work tonight to say bye to angela
Negative,Never eating/drinking dairy again no matter now desperate I get. Not after todays tum tum dramas 
Negative,its : am in Cali so they dont come 
Negative,I want to get a haircut today. Bangs again? Hmm.. Ive been hating my hair for the past few days 
Negative,@mileyraysupport her tour w metro station ..? But only in the US 
